-3.944077,-38.718796
-3.944066,-38.718803
-3.944091,-38.718868
-3.944098,-38.718880
-3.944099,-38.718880
-3.944103,-38.718884
-3.944103,-38.718884
-3.944110,-38.718887
-3.944120,-38.718906
-3.944126,-38.718906
-3.944124,-38.718906
-3.944121,-38.718906
-3.944121,-38.718906
-3.944121,-38.718910
-3.944128,-38.718910
-3.944121,-38.718914
-3.944120,-38.718914
-3.944121,-38.718918
-3.944120,-38.718922
-3.944127,-38.718910
-3.944119,-38.718922
-3.944115,-38.718925
-3.944115,-38.718925
-3.944113,-38.718925
-3.944114,-38.718922
-3.944114,-38.718922
-3.944113,-38.718918
-3.944113,-38.718918
-3.944110,-38.718914
-3.944111,-38.718914
-3.944107,-38.718910
-3.944118,-38.718922
-3.944103,-38.718899
-3.944108,-38.718899
-3.944104,-38.718906
-3.944111,-38.718899
-3.944113,-38.718906
-3.944115,-38.718906
-3.944117,-38.718899
-3.944115,-38.718906
-3.944115,-38.718906
-3.944116,-38.718906
-3.944116,-38.718906
-3.944104,-38.718906
-3.944119,-38.718906
-3.944116,-38.718906
-3.944115,-38.718899
-3.944116,-38.718899
-3.944112,-38.718899
-3.944110,-38.718899
-3.944110,-38.718899
-3.944108,-38.718899
-3.944112,-38.718899
-3.944107,-38.718906
-3.944108,-38.718910
-3.944117,-38.718906
-3.944143,-38.718937
-3.944143,-38.718937
-3.944165,-38.718948
-3.944158,-38.718956
-3.944116,-38.718910
-3.944162,-38.718971
-3.944154,-38.718945
-3.944157,-38.718918
-3.944173,-38.718895
-3.944172,-38.718914
-3.944150,-38.718918
-3.944117,-38.718906
-3.944137,-38.718899
-3.944135,-38.718906
-3.944134,-38.718906
-3.944137,-38.718925
-3.944145,-38.718914
-3.944155,-38.718910
-3.944226,-38.718906
-3.944227,-38.718929
-3.944172,-38.718922
-3.944132,-38.718914
-3.944141,-38.718910
-3.944151,-38.718899
-3.944172,-38.718922
-3.944115,-38.718899
-3.944165,-38.718918
-3.944164,-38.718937
-3.944133,-38.718922
-3.944144,-38.718948
-3.944144,-38.718948
-3.944169,-38.718952
-3.944214,-38.718983
-3.944228,-38.718979
-3.944133,-38.718895
-3.944138,-38.718945
-3.944131,-38.718945
-3.944161,-38.718956
-3.944179,-38.718952
-3.944185,-38.718952
-3.944157,-38.718933
-3.944201,-38.718971
-3.944153,-38.718937
-3.944135,-38.718925
-3.944148,-38.718922
-3.944131,-38.718914
-3.944189,-38.718967
-3.944203,-38.719090
-3.944228,-38.719139
-3.944263,-38.719242
-3.944336,-38.719284
-3.944125,-38.718922
-3.944457,-38.719189
-3.944533,-38.719063
-3.944624,-38.718857
-3.944678,-38.718693
-3.944731,-38.718487
-3.944737,-38.718330
-3.944138,-38.718975
-3.944856,-38.717991
-3.944915,-38.717892
-3.944915,-38.717892
-3.944996,-38.717793
-3.945070,-38.717667
-3.945163,-38.717514
-3.945173,-38.717430
-3.945177,-38.717342
-3.945172,-38.717278
-3.944789,-38.718166
-3.945174,-38.717171
-3.945151,-38.717091
-3.944909,-38.716545
-3.944822,-38.716354
-3.944780,-38.716286
-3.944786,-38.716286
-3.944787,-38.716282
-3.944779,-38.716290
-3.944779,-38.716286
-3.945088,-38.716946
-3.944779,-38.716290
-3.944776,-38.716286
-3.944767,-38.716255
-3.944981,-38.716724
-3.944730,-38.716057
-3.944719,-38.715984
-3.944724,-38.715992
-3.944758,-38.716030
-3.944771,-38.716030
-3.944770,-38.716030
-3.944738,-38.716148
-3.944772,-38.716038
-3.944761,-38.716030
-3.944763,-38.716045
-3.944763,-38.716045
-3.944759,-38.716053
-3.944726,-38.716030
-3.944718,-38.716022
-3.944706,-38.716015
-3.944701,-38.716011
-3.944696,-38.716007
-3.944708,-38.716015
-3.944716,-38.716030
-3.944714,-38.716022
-3.944714,-38.716015
-3.944743,-38.716045
-3.944703,-38.716011
