-3.944049,-38.718803
-3.944051,-38.718803
-3.944095,-38.718803
-3.944048,-38.718815
-3.944055,-38.718807
-3.944021,-38.718769
-3.944056,-38.718872
-3.944086,-38.718838
-3.944089,-38.718819
-3.944101,-38.718876
-3.944147,-38.718822
-3.943961,-38.718872
-3.944033,-38.718769
-3.944066,-38.718826
-3.944070,-38.718822
-3.944069,-38.718830
-3.944042,-38.718815
-3.944047,-38.718803
-3.944054,-38.718807
-3.944077,-38.718811
-3.944039,-38.718807
-3.944043,-38.718803
-3.944034,-38.718803
-3.944028,-38.718803
-3.944030,-38.718815
-3.944045,-38.718807
-3.944028,-38.718800
-3.943998,-38.718765
-3.944003,-38.718796
-3.944029,-38.718750
-3.944019,-38.718727
-3.944036,-38.718731
-3.944015,-38.718784
-3.944022,-38.718796
-3.944074,-38.718822
-3.944037,-38.718826
-3.944049,-38.718861
-3.944039,-38.718861
-3.943968,-38.718742
-3.943995,-38.718750
-3.944033,-38.718792
-3.944049,-38.718746
-3.944108,-38.718838
-3.944073,-38.718811
-3.944016,-38.718803
-3.944041,-38.718792
-3.944085,-38.718838
-3.944005,-38.718784
-3.944021,-38.718872
-3.944057,-38.718872
-3.944105,-38.718864
-3.944121,-38.718868
-3.944094,-38.718838
-3.944102,-38.718815
-3.944093,-38.718803
-3.944061,-38.718830
-3.944072,-38.718853
-3.944015,-38.718822
-3.944019,-38.718822
-3.944033,-38.718838
-3.944013,-38.718899
-3.943940,-38.718884
-3.944007,-38.718857
-3.944015,-38.718826
-3.944034,-38.718826
-3.944020,-38.718796
-3.943996,-38.718800
-3.943999,-38.718807
-3.944008,-38.718792
-3.944025,-38.718788
-3.944042,-38.718800
-3.944035,-38.718811
-3.944035,-38.718807
-3.944033,-38.718803
-3.944035,-38.718788
-3.944022,-38.718788
-3.944044,-38.718815
-3.944101,-38.718861
-3.944002,-38.718838
-3.944041,-38.718792
-3.944064,-38.718807
-3.944037,-38.718807
-3.944031,-38.718822
-3.944050,-38.718849
-3.944066,-38.718826
-3.944055,-38.718830
-3.943977,-38.718811
-3.943984,-38.718811
-3.944000,-38.718803
-3.944044,-38.718758
-3.944050,-38.718796
-3.944045,-38.718811
-3.944052,-38.718807
-3.944047,-38.718807
-3.944049,-38.718792
-3.944058,-38.718765
-3.944077,-38.718864
-3.936479,-38.724171
-3.936486,-38.724205
-3.936471,-38.724201
-3.936444,-38.724163
-3.934936,-38.722416
-3.934920,-38.722317
-3.934986,-38.722286
-3.935011,-38.722256
-3.935020,-38.722225
-3.935030,-38.722244
-3.935042,-38.722279
-3.935049,-38.722237
-3.935054,-38.722336
-3.935071,-38.722340
-3.935096,-38.722370
-3.935111,-38.722393
-3.935111,-38.722393
-3.935111,-38.722397
-3.935111,-38.722385
-3.935112,-38.722389
-3.935058,-38.722340
-3.935121,-38.722454
-3.935111,-38.722439
-3.935112,-38.722389
-3.935112,-38.722370
-3.935111,-38.722340
-3.935104,-38.722263
-3.935092,-38.722149
-3.935121,-38.722160
-3.935117,-38.722179
-3.935103,-38.722210
-3.935100,-38.722252
-3.935101,-38.722275
-3.935097,-38.722244
-3.935098,-38.722229
-3.935099,-38.722195
-3.935217,-38.722507
-3.935181,-38.722549
-3.935112,-38.722378
-3.935126,-38.722527
-3.935143,-38.722649
-3.935156,-38.722546
-3.935129,-38.722603
-3.935102,-38.722424
-3.935024,-38.721905
-3.935027,-38.721958
-3.935031,-38.721985
-3.935133,-38.722607
-3.935038,-38.722126
-3.935038,-38.722145
-3.935037,-38.722145
-3.935035,-38.722248
-3.935026,-38.722229
-3.935021,-38.722210
-3.935039,-38.722179
-3.935040,-38.722176
-3.935036,-38.722153
-3.935037,-38.722149
-3.935035,-38.722164
-3.935037,-38.722191
-3.935034,-38.722218
-3.935039,-38.722244
-3.935048,-38.722195
-3.935050,-38.722195
-3.935043,-38.722206
-3.935026,-38.722191
-3.935027,-38.722195
-3.935029,-38.722214
-3.935038,-38.722218
-3.935054,-38.722225
-3.935012,-38.722214
-3.935024,-38.722225
-3.935029,-38.722218
-3.935994,-38.721878
-3.935997,-38.721897
-3.935914,-38.720898
-3.935929,-38.720879
-3.935925,-38.720867
-3.935932,-38.720860
-3.935935,-38.720829
-3.935947,-38.720776
-3.935953,-38.720745
-3.935962,-38.720718
-3.935958,-38.720730
-3.935965,-38.720718
-3.935961,-38.720718
-3.935965,-38.720722
-3.935960,-38.720760
-3.935963,-38.720741
-3.935932,-38.720840
-3.935975,-38.720757
-3.935973,-38.720715
-3.935976,-38.720692
-3.935981,-38.720634
-3.935978,-38.720631
-3.935975,-38.720726
-3.935970,-38.720570
-3.935973,-38.720608
-3.935957,-38.721138
-3.935959,-38.721493
-3.935971,-38.720764
-3.935963,-38.721550
-3.935900,-38.721451
-3.935893,-38.721394
-3.935899,-38.721325
-3.935897,-38.721260
-3.935892,-38.721214
-3.935923,-38.721233
-3.935932,-38.721489
-3.935948,-38.721607
-3.935944,-38.721523
-3.935957,-38.721554
-3.935961,-38.721523
-3.935947,-38.721500
-3.935940,-38.721424
-3.935935,-38.721386
-3.935942,-38.721371
-3.935905,-38.721241
-3.935895,-38.721069
-3.935890,-38.721363
-3.935904,-38.721474
-3.935946,-38.721600
-3.935940,-38.721478
-3.935953,-38.721638
-3.935985,-38.721691
-3.936010,-38.721680
-3.936045,-38.721607
-3.936050,-38.721577
-3.936057,-38.721531
-3.936059,-38.721508
-3.936053,-38.721458
-3.936040,-38.721352
-3.936037,-38.721298
-3.936025,-38.721176
-3.936026,-38.721634
-3.936023,-38.721149
-3.936012,-38.721054
-3.935998,-38.720840
-3.935990,-38.720768
-3.935985,-38.720722
-3.935980,-38.720692
-3.935974,-38.720654
-3.935974,-38.720654
-3.935967,-38.720657
-3.935999,-38.720901
-3.935982,-38.720657
-3.935975,-38.720661
-3.935975,-38.720654
-3.935975,-38.720654
-3.935974,-38.720646
-3.935973,-38.720654
-3.935969,-38.720646
-3.935963,-38.720638
-3.935970,-38.720863
-3.935978,-38.720665
-3.935965,-38.720852
-3.935975,-38.720837
-3.936008,-38.720825
-3.936055,-38.720833
-3.936039,-38.720833
-3.936041,-38.720829
-3.936021,-38.720829
-3.936004,-38.720833
-3.936009,-38.720829
-3.935998,-38.720825
-3.935982,-38.720821
-3.935980,-38.720821
-3.935981,-38.720810
-3.935989,-38.720802
-3.935992,-38.720776
-3.935991,-38.720772
-3.935996,-38.720760
