latitude,longitude,status,angle,fuel,weight,velocity,imei,date_created
-3.944592,-38.715466,Parado,2.030185,66,-1,0.751535,25,2021-08-18 06:47:12
-3.944646,-38.715572,Movimento,9.049876,67,-1,9.279913,25,2021-08-18 06:47:17
-3.944672,-38.715755,Movimento,6.653903,67,-1,16.661428,25,2021-08-18 06:47:22
-3.944709,-38.715977,Movimento,-4.469234,68,-1,15.314842,25,2021-08-18 06:47:27
-3.9447,-38.716053,Movimento,4.464508,70,-1,8.184525,25,2021-08-18 06:47:32
-3.944717,-38.716099,Parado,4.375463,69,-1,2.468741,25,2021-08-18 06:47:38
-3.944732,-38.716103,Parado,4.416712,69,-1,1.383648,25,2021-08-18 06:47:43
-3.944732,-38.716103,Parado,4.416712,69,-1,1.383648,25,2021-08-18 06:47:43
-3.944749,-38.716103,Parado,4.608614,70,-1,0.621818,25,2021-08-18 06:47:48
-3.944743,-38.716103,Parado,4.495734,69,-1,1.19422,25,2021-08-18 06:47:53
-3.944756,-38.71611,Parado,4.616895,70,-1,0.487983,25,2021-08-18 06:47:58
-3.94477,-38.716114,Parado,4.509956,70,-1,0.362384,25,2021-08-18 06:48:04
-3.944772,-38.716114,Parado,4.487645,70,-1,0.337676,25,2021-08-18 06:48:09
-3.94477,-38.716114,Parado,4.622343,70,-1,0.866839,25,2021-08-18 06:48:14
-3.944782,-38.716122,Parado,4.51931,70,-1,0.951258,25,2021-08-18 06:48:19
-3.944767,-38.716122,Parado,4.338188,70,-1,0.376797,25,2021-08-18 06:48:24
-3.944757,-38.716122,Parado,4.504942,70,-1,0.203841,25,2021-08-18 06:48:30
-3.944756,-38.716122,Parado,4.641795,70,-1,0.259434,25,2021-08-18 06:48:35
-3.944756,-38.716122,Parado,4.534667,70,-1,0.333558,25,2021-08-18 06:48:40
-3.944753,-38.716122,Parado,4.4355,70,-1,0.292378,25,2021-08-18 06:48:45
-3.94475,-38.716125,Parado,4.581617,70,-1,0.53534,25,2021-08-18 06:48:50
-3.94475,-38.716125,Parado,4.370515,70,-1,0.292378,25,2021-08-18 06:48:56
-3.944748,-38.716122,Parado,4.426614,70,-1,0.100891,25,2021-08-18 06:49:01
-3.944744,-38.716122,Parado,4.677885,70,-1,0.059711,25,2021-08-18 06:49:06
-3.944742,-38.716118,Parado,4.647128,71,-1,0.4118,25,2021-08-18 06:49:11
-3.944738,-38.716114,Parado,4.432661,70,-1,0.067947,25,2021-08-18 06:49:16
-3.944738,-38.71611,Parado,4.506306,70,-1,0.605346,25,2021-08-18 06:49:22
-3.944732,-38.716106,Parado,4.520931,70,-1,0.220313,25,2021-08-18 06:49:27
-3.944726,-38.71611,Parado,4.769641,70,-1,0.607405,25,2021-08-18 06:49:32
-3.944716,-38.71611,Parado,4.794613,70,-1,0.378856,25,2021-08-18 06:49:37
-3.944705,-38.71611,Parado,4.700535,70,-1,1.021264,25,2021-08-18 06:49:42
-3.944689,-38.716099,Parado,4.513765,70,-1,1.286875,25,2021-08-18 06:49:48
-3.944705,-38.716099,Parado,4.272203,70,-1,0.796833,25,2021-08-18 06:49:53
-3.944698,-38.716087,Parado,5.144279,70,-1,1.350704,25,2021-08-18 06:49:58
-3.944698,-38.716087,Parado,5.144279,70,-1,1.350704,25,2021-08-18 06:49:58
-3.944671,-38.716087,Parado,4.366704,70,-1,2.124888,25,2021-08-18 06:50:03
-3.944667,-38.716057,Parado,3.540425,70,-1,2.590222,25,2021-08-18 06:50:08
-3.944677,-38.716022,Parado,3.699721,70,-1,3.426176,25,2021-08-18 06:50:14
-3.944723,-38.715961,Parado,3.034655,71,-1,4.995134,25,2021-08-18 06:50:19
-3.944721,-38.715893,Movimento,3.675772,70,-1,5.736374,25,2021-08-18 06:50:24
-3.944704,-38.715855,Parado,5.747038,69,-1,3.924454,25,2021-08-18 06:50:29
-3.944651,-38.715816,Parado,6.571546,69,-1,3.446766,25,2021-08-18 06:50:34
-3.944649,-38.715778,Parado,5.573194,70,-1,3.080264,25,2021-08-18 06:50:45
-3.944661,-38.715736,Movimento,7.584014,69,-1,5.561359,25,2021-08-18 06:50:50
-3.944689,-38.715645,Movimento,7.290856,69,-1,8.565439,25,2021-08-18 06:50:55
-3.944693,-38.715622,Parado,8.171292,69,-1,4.317723,25,2021-08-18 06:51:00
-3.944662,-38.715565,Parado,4.738095,68,-1,4.441263,25,2021-08-18 06:51:06
-3.944612,-38.715553,Parado,10.361459,68,-1,3.158506,25,2021-08-18 06:51:11
-3.944638,-38.715549,Parado,3.652736,67,-1,3.15027,25,2021-08-18 06:51:16
-3.944648,-38.715557,Parado,1.617357,67,-1,1.247754,25,2021-08-18 06:51:21
-3.944628,-38.715565,Parado,5.193107,66,-1,0.107068,25,2021-08-18 06:51:27
-3.944632,-38.715553,Parado,-3.842489,68,-1,3.131739,25,2021-08-18 06:51:32
-3.944637,-38.715523,Parado,3.577867,69,-1,2.28549,25,2021-08-18 06:51:37
-3.944619,-38.715515,Parado,7.510325,68,-1,0.644467,25,2021-08-18 06:51:42
-3.944618,-38.715458,Movimento,-1.569083,69,-1,6.185236,25,2021-08-18 06:51:47
-3.944537,-38.715237,Movimento,4.12786,70,-1,17.447966,25,2021-08-18 06:51:53
-3.944462,-38.715073,Movimento,5.191437,70,-1,19.789049,25,2021-08-18 06:51:58
-3.944288,-38.71484,Movimento,5.147323,71,-1,20.209084,25,2021-08-18 06:52:03
-3.944099,-38.714699,Movimento,4.82516,71,-1,20.400572,25,2021-08-18 06:52:08
-3.943893,-38.714634,Movimento,4.259879,70,-1,15.839887,25,2021-08-18 06:52:13
-3.943724,-38.714584,Movimento,5.04016,71,-1,17.050579,25,2021-08-18 06:52:19
-3.943724,-38.714584,Movimento,5.04016,71,-1,17.050579,25,2021-08-18 06:52:19
-3.943565,-38.714531,Movimento,4.664371,71,-1,12.697853,25,2021-08-18 06:52:24
-3.94339,-38.714478,Movimento,6.103285,72,-1,12.226342,25,2021-08-18 06:52:29
-3.943237,-38.714424,Movimento,6.233772,70,-1,15.996371,25,2021-08-18 06:52:34
-3.942978,-38.714291,Movimento,6.749123,73,-1,22.432806,25,2021-08-18 06:52:39
-3.942787,-38.714153,Movimento,4.438139,74,-1,26.042231,25,2021-08-18 06:52:45
-3.942456,-38.713894,Movimento,6.431471,73,-1,29.738136,25,2021-08-18 06:52:50
