,latitude,longitude,status,angle,fuel,weight,velocity,imei,date_created
119,-3.944013,-38.718899,Parado,-0.974358,99,0,0.321204,24,2021-08-18 07:08:25
120,-3.94394,-38.718884,Parado,-1.02253,99,0,2.975255,24,2021-08-18 07:08:34
121,-3.944007,-38.718857,Parado,-0.979575,99,0,0.135894,24,2021-08-18 07:09:02
122,-3.944015,-38.718826,Parado,-0.967169,98,0,2.785827,24,2021-08-18 07:09:27
123,-3.944034,-38.718826,Parado,-1.016744,98,0,1.247754,24,2021-08-18 07:09:41
124,-3.94402,-38.718796,Parado,-0.931574,99,0,0.570343,24,2021-08-18 07:10:31
125,-3.943996,-38.7188,Parado,-0.998972,98,0,1.165394,24,2021-08-18 07:11:09
126,-3.943999,-38.718807,Parado,-1.053093,98,0,0.621818,24,2021-08-18 07:11:15
127,-3.944008,-38.718792,Parado,-0.89646,98,0,0.253257,24,2021-08-18 07:13:20
128,-3.944025,-38.718788,Parado,-0.990674,98,0,0.831836,24,2021-08-18 07:13:39
129,-3.944042,-38.7188,Parado,-0.885243,98,0,0.426213,24,2021-08-18 07:14:01
130,-3.944035,-38.718811,Parado,-0.830946,98,0,0.584756,24,2021-08-18 07:14:24
131,-3.944035,-38.718807,Parado,-0.994324,98,0,1.290993,24,2021-08-18 07:14:41
132,-3.944033,-38.718803,Parado,-0.89669,98,0,1.161276,24,2021-08-18 07:14:47
133,-3.944035,-38.718788,Parado,-1.032848,99,0,0.592992,24,2021-08-18 07:15:14
134,-3.944022,-38.718788,Parado,-0.92086,99,0,0.809187,24,2021-08-18 07:15:45
135,-3.944044,-38.718815,Parado,-0.808545,99,0,0.294437,24,2021-08-18 07:16:23
137,-3.944101,-38.718861,Parado,12.627673,85,0,3.076146,24,2021-08-18 06:26:42
138,-3.944002,-38.718838,Parado,12.525615,76,0,2.829066,24,2021-08-18 06:26:53
139,-3.944041,-38.718792,Parado,-1.088346,98,0,1.367176,24,2021-08-18 07:17:12
140,-3.944064,-38.718807,Parado,-0.849016,98,0,1.140686,24,2021-08-18 07:17:43
141,-3.944037,-38.718807,Parado,-0.886548,99,0,0.784479,24,2021-08-18 07:27:23
142,-3.944031,-38.718822,Parado,-0.876745,98,0,0.152366,24,2021-08-18 07:29:21
143,-3.94405,-38.718849,Parado,-0.846933,98,0,0.790656,24,2021-08-18 07:31:20
144,-3.944066,-38.718826,Parado,-0.754761,98,0,1.321878,24,2021-08-18 07:31:34
145,-3.944055,-38.71883,Parado,-0.749477,98,0,0.916255,24,2021-08-18 07:32:04
146,-3.943977,-38.718811,Parado,-0.753213,99,0,0.809187,24,2021-08-18 07:33:30
147,-3.943984,-38.718811,Parado,-0.804345,99,0,0.529163,24,2021-08-18 07:33:34
148,-3.944,-38.718803,Parado,-0.819485,98,0,1.93546,24,2021-08-18 07:33:39
149,-3.944044,-38.718758,Parado,-0.683131,99,0,0.687706,24,2021-08-18 07:34:29
150,-3.94405,-38.718796,Parado,-0.781105,98,0,0.255316,24,2021-08-18 07:21:05
151,-3.944045,-38.718811,Parado,-0.90103,99,0,0.047357,24,2021-08-18 07:21:58
152,-3.944052,-38.718807,Parado,-0.898681,99,0,2.196953,24,2021-08-18 07:22:18
153,-3.944047,-38.718807,Parado,-0.931097,99,0,1.721324,24,2021-08-18 07:22:45
154,-3.944049,-38.718792,Parado,-0.879149,99,0,1.519542,24,2021-08-18 07:23:32
155,-3.944058,-38.718765,Parado,-0.854821,99,0,0.840072,24,2021-08-18 07:24:42
156,-3.944077,-38.718864,Parado,-0.77398,98,0,0.2059,24,2021-08-18 07:26:32
